"Exness","Symbol","Timestamp","Bid","Ask"
"exness","EURUSD","2026-09-25 03:11:54.163Z",1.13704,1.1371
"exness","EURUSD","2026-09-25 03:11:55.257Z",1.13703,1.13709
"exness","EURUSD","2026-09-25 03:12:01.300Z",1.13705,1.13711
"exness","EURUSD","2026-09-25 03:12:02.378Z",1.13706,1.13712
"exness","EURUSD","2026-09-25 03:12:03.313Z",1.13704,1.1371
"exness","EURUSD","2026-09-25 03:12:13.842Z",1.13703,1.13709
"exness","EURUSD","2026-09-25 03:12:16.314Z",1.13704,1.1371
"exness","EURUSD","2026-09-25 03:12:22.127Z",1.13706,1.13712
"exness","EURUSD","2026-09-25 03:12:23.773Z",1.13708,1.13714
"exness","EURUSD","2026-09-25 03:12:25.133Z",1.13707,1.13713
"exness","EURUSD","2026-09-25 03:12:30.646Z",1.13708,1.13714
"exness","EURUSD","2026-09-25 03:12:42.723Z",1.13706,1.13712
"exness","EURUSD","2026-09-25 03:12:45.214Z",1.13705,1.13711
"exness","EURUSD","2026-09-25 03:12:46.484Z",1.13706,1.13712
"exness","EURUSD","2026-09-25 03:12:48.754Z",1.13705,1.13711
"exness","EURUSD","2026-09-25 03:12:55.144Z",1.13704,1.1371
"exness","EURUSD","2026-09-25 03:13:08.503Z",1.13702,1.13708
"exness","EURUSD","2026-09-25 03:13:08.583Z",1.137,1.13706
"exness","EURUSD","2026-09-25 03:13:13.427Z",1.13701,1.13707
"exness","EURUSD","2026-09-25 03:13:21.225Z",1.13699,1.13705
"exness","EURUSD","2026-09-25 03:13:42.802Z",1.1369799999999999,1.13704
"exness","EURUSD","2026-09-25 03:13:44.043Z",1.13699,1.13705
"exness","EURUSD","2026-09-25 03:13:46.692Z",1.1369799999999999,1.13704
"exness","EURUSD","2026-09-25 03:13:47.734Z",1.13699,1.13705
"exness","EURUSD","2026-09-25 03:13:50.442Z",1.1369799999999999,1.13704
"exness","EURUSD","2026-09-25 03:14:05.568Z",1.13699,1.13705
"exness","EURUSD","2026-09-25 03:14:13.315Z",1.1369799999999999,1.13704
"exness","EURUSD","2026-09-25 03:14:17.488Z",1.13699,1.13705
"exness","EURUSD","2026-09-25 03:14:18.610Z",1.1369799999999999,1.13704
"exness","EURUSD","2026-09-25 03:14:21.607Z",1.13699,1.13705
"exness","EURUSD","2026-09-25 03:14:22.391Z",1.13697,1.13703
"exness","EURUSD","2026-09-25 03:14:25.911Z",1.1369799999999999,1.13704
"exness","EURUSD","2026-09-25 03:14:36.395Z",1.13699,1.13705
"exness","EURUSD","2026-09-25 03:14:39.087Z",1.137,1.13706
"exness","EURUSD","2026-09-25 03:14:40.523Z",1.13701,1.13707
"exness","EURUSD","2026-09-25 03:14:45.076Z",1.13699,1.13705
"exness","EURUSD","2026-09-25 03:14:46.164Z",1.137,1.13706
"exness","EURUSD","2026-09-25 03:14:50.061Z",1.13697,1.13703
"exness","EURUSD","2026-09-25 03:14:50.093Z",1.13696,1.13702
"exness","EURUSD","2026-09-25 03:14:50.155Z",1.13695,1.13701
"exness","EURUSD","2026-09-25 03:14:51.318Z",1.13694,1.137
"exness","EURUSD","2026-09-25 03:14:52.338Z",1.13695,1.13701
"exness","EURUSD","2026-09-25 03:14:53.360Z",1.13694,1.137
"exness","EURUSD","2026-09-25 03:14:57.549Z",1.13695,1.13701
"exness","EURUSD","2026-09-25 03:14:59.074Z",1.13693,1.13699
"exness","EURUSD","2026-09-25 03:14:59.119Z",1.13692,1.1369799999999999
"exness","EURUSD","2026-09-25 03:15:01.454Z",1.13693,1.13699
"exness","EURUSD","2026-09-25 03:15:07.844Z",1.13692,1.1369799999999999
"exness","EURUSD","2026-09-25 03:15:08.924Z",1.13691,1.13697
"exness","EURUSD","2026-09-25 03:15:11.026Z",1.13693,1.13699
"exness","EURUSD","2026-09-25 03:15:12.794Z",1.13692,1.1369799999999999
"exness","EURUSD","2026-09-25 03:15:20.646Z",1.13691,1.13697
"exness","EURUSD","2026-09-25 03:15:31.691Z",1.13693,1.13699
